,molecule_chembl_id,canonical_smiles,standard_value
668,CHEMBL1385771,CCc1ccc(C(=O)Cn2ncc(Cl)c(Cl)c2=O)cc1,49745.0
669,CHEMBL1305960,O=C(CN(c1cccc(C(F)(F)F)c1)S(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1)NCc1ccc(F)cc1,49766.0
670,CHEMBL1736490,COC(=O)C1=C(C(=O)OC)C2OC1c1cc3ccccc3cc12,10150.0
671,CHEMBL1726534,C=CC(=O)N1C/C(=C/c2ccccc2)C(=O)/C(=C\c2ccccc2)C1,49811.0
672,CHEMBL1521259,O=C(/C=C/c1ccc(Cl)c([N+](=O)[O-])c1)c1ccc(O)cc1,49766.0
673,CHEMBL1348057,O=C(NCc1cccnc1)/C(=C/c1ccc(-c2ccc(Cl)cc2)o1)S(=O)(=O)c1ccccc1,49744.0
674,CHEMBL1535665,CCOC(=O)C1CCN(S(=O)(=O)c2c(Cl)ccc3nonc23)CC1,26784.0
675,CHEMBL1542862,Cc1ccc(C(=O)c2c(C)oc3c2C(=O)C(=O)c2ccccc2-3)cc1,49690.0
676,CHEMBL1447783,O=C(Nc1cccc(N2C(=O)C=CC2=O)c1)c1cccs1,14096.0
677,CHEMBL1374860,CC1=CC(=O)C=C(C)C1=NOS(=O)(=O)c1ccccc1,49751.0
678,CHEMBL1546134,CC1=NNC(=O)/C1=C\c1cn(-c2ccccc2)nc1-c1cccs1,49751.0
679,CHEMBL1727091,C=C1C(=O)C23C(O)C1CCC2C12CCCC(C)(COC(C)=O)C1C(O)C3(O)OC2,22146.0
680,CHEMBL1309228,CS(=O)(=O)c1ccc(C(=O)OCc2nnc(-c3ccccc3)o2)cc1[N+](=O)[O-],49751.0
681,CHEMBL1401040,Cc1ccc(NC(=O)Cn2ncc(Cl)c(Cl)c2=O)cc1S(=O)(=O)N1CCCCC1,49756.0
682,CHEMBL1736766,O=C1NC2C(O)C(O)C(O)C(O)C2c2cc3c(c(O)c21)OCO3,49806.0
683,CHEMBL1578600,Oc1nc2c(s1)C(c1cccnc1)C1C3CCC(C3)C1S2,60000.0
684,CHEMBL1578600,Oc1nc2c(s1)C(c1cccnc1)C1C3CCC(C3)C1S2,223.0
685,CHEMBL2141867,,59640.0
686,CHEMBL2135662,,59640.0
687,CHEMBL2136020,,59640.0
688,CHEMBL2136282,,59640.0
689,CHEMBL2133169,,59640.0
690,CHEMBL575867,,59640.0
691,CHEMBL58,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,630.0
692,CHEMBL58,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,56000.0
693,CHEMBL1425421,Cc1cc(OCc2cc(C(=O)O)oc2C)c2c3c(c(=O)oc2c1)CCCC3,1485.0
694,CHEMBL1591156,Cc1cc(=O)oc2c3c(cc(OCC(=O)N4CCC[C@H]4C(=O)O)c12)OC(C)(C)CC3,15240.0
695,CHEMBL1448093,O=C1Nc2cc(C(=O)N3CCC(N4CCCCC4)CC3)ccc2S/C1=C\c1ccccc1,13867.0
696,CHEMBL1578600,Oc1nc2c(s1)C(c1cccnc1)C1C3CCC(C3)C1S2,54.35
697,CHEMBL1447888,COc1ccc2[nH]c(C(=O)O)c(CCN3C(=O)c4ccc(C(=O)O)cc4C3=O)c2c1,1429.0
698,CHEMBL1574794,Cc1c(C)c2ccc(OCC(=O)N3CCC[C@@H]3C(=O)O)c(C)c2oc1=O,6073.0
699,CHEMBL1346167,O=C(CSc1nnc(NC(=O)c2cccc(F)c2)s1)NCc1ccco1,59640.0
700,CHEMBL1415903,Sc1nnc(-c2ccccc2)n1C1C=CCCC1,29768.0
701,CHEMBL3194647,O=[N+]([O-])c1ccccc1/C=C/C=N/n1c(S)nnc1-c1ccccc1F,59640.0
702,CHEMBL1358969,O=C(CSc1nnc(NC(=O)C2CC2)s1)NCc1ccccc1Cl,16724.0
703,CHEMBL1422515,CC1CCCC(C)N1C(=O)CSc1nnc(NC(=O)c2cccs2)s1,11750.0
704,CHEMBL1596878,CC1=C(C(=O)O)N2C(=O)C(NC(=O)c3nn(C)cc3[N+](=O)[O-])C2SC1,20085.0
705,CHEMBL1378904,O=C(CSc1nnc(NC(=O)c2ccccc2[N+](=O)[O-])s1)NCc1ccco1,6928.0
706,CHEMBL1464897,CCCn1c(S)nnc1C(C)C,10161.0
707,CHEMBL1373572,COc1ccc(-c2cc(C(F)(F)F)nc(N3CCN(C)CC3)n2)cc1,59640.0
708,CHEMBL1445447,Sc1nnc(C2CC2)n1Cc1ccco1,9322.0
709,CHEMBL1299716,Cc1n[nH]c(C)c1CCCCOc1ccc([N+](=O)[O-])cc1,15869.0
710,CHEMBL1555759,CCCc1cc(=O)oc2c3c(cc(OCC(=O)N[C@@H](C)C(=O)O)c12)OC(C)(C)CC3,21303.0
711,CHEMBL1540042,CCCCn1c(S)nnc1-c1ccoc1C,15457.0
712,CHEMBL1438203,Cc1ccc(-c2c(C(=O)O)c(C(=O)O)c3n2CSC3)cc1,9914.0
713,CHEMBL1558250,CCCCn1c(S)nnc1-c1nn(C)c(C)c1Cl,5368.0
714,CHEMBL1554968,Cc1cc(OCC(=O)N2CCC[C@@H]2C(=O)O)c2c(C)c(C)c(=O)oc2c1,14837.0
715,CHEMBL1324305,Cc1c(Cl)c(-c2nnc(S)n2-c2ccc(F)cc2)nn1C,14808.0
716,CHEMBL1379746,O=C(c1ccco1)N1N=C(c2ccc(Cl)cc2)CC1c1ccco1,7307.0
717,CHEMBL1401466,O=C(C1=C(O)C(=O)N(Cc2cccnc2)C1c1ccccn1)c1ccccc1,4998.0
718,CHEMBL1376656,O=C(CSc1nnc(NC(=O)c2ccccc2)s1)NCc1ccco1,59640.0
719,CHEMBL1389969,Sc1nnc(-c2ccco2)n1Cc1ccccc1,6478.0
720,CHEMBL1452412,Sc1nnc(-c2ccccc2)n1Cc1ccccc1,49599.0
721,CHEMBL1419367,C=CCn1c(S)nnc1C1CC1,23148.0
722,CHEMBL1445684,Sc1nnc(-c2ccc3ccccc3n2)n1-c1ccc2c(c1)OCCO2,55490.0
723,CHEMBL1340014,O=c1c2ccccc2cnn1Cc1nnc(S)n1C1CC2CCC1C2,41434.0
724,CHEMBL1390220,CC(C)Cn1c(S)nnc1-c1ccco1,14379.0
725,CHEMBL1455265,O=C(O)c1c(C(=O)O)c(-c2ccc(Br)cc2)n2c1CSC2,4777.0
726,CHEMBL1516970,Sc1nnc(-c2cccs2)n1C1CCCCC1,6691.0
727,CHEMBL3190779,CN(C)S(=O)(=O)c1cccc(NC(=S)N/N=C/C2CC=CCC2)c1,1004.0
728,CHEMBL1498006,CC(C)(C)C(=O)Nc1nnc(CSCc2ccccc2F)s1,4991.0
729,CHEMBL1573007,O=[N+]([O-])c1ccc(-c2ccccc2)c([As](=O)(O)O)c1,748.0
730,CHEMBL1458632,NC(=O)SCC(=O)Nc1ccccc1C(=O)O,12347.0
731,CHEMBL1603777,CCOC(=O)c1[nH]c(C(=O)O)c(CCC(=O)OC)c1C,17946.0
732,CHEMBL3194162,O=C(O)c1cccc(NC(=S)N/N=C/c2ccccc2OCc2cccc(Br)c2)c1,9147.0
733,CHEMBL1435494,Cc1cc(=O)oc2c3c(cc(OCC(=O)N[C@@H](Cc4ccccc4)C(=O)O)c12)OC(C)(C)CC3,23154.0
734,CHEMBL1527705,Oc1nc(SCc2nnc(S)n2-c2ccccc2)nc2sc3c(c12)CCC3,59640.0
735,CHEMBL3196601,O=C(O)COc1ccccc1/C=N/n1c(S)nnc1C1CCCCC1,23137.0
736,CHEMBL1579462,O=C(O)/C=C/c1nnc2c3ccccc3cnn12,13837.0
737,CHEMBL3213100,COc1cc(OC)c(OC)cc1/C=N/NC(=O)CC1C(=O)NN=C1C,4219.0
738,CHEMBL1368761,COc1cc2c(cc1OC)C(C)N(C(=O)c1nccnc1C(=O)O)CC2,14590.0
739,CHEMBL1455686,CCn1c(S)nnc1-c1nn(-c2ccccc2)ccc1=O,29743.0
740,CHEMBL1469441,O=C(O)c1[nH]c2ccc(Br)cc2c1CCN1C(=O)c2cccc([N+](=O)[O-])c2C1=O,1977.0
741,CHEMBL1492629,Cc1ccc(S(=O)(=O)n2[nH]c(=O)cc2NC(=O)c2cccs2)cc1,453.01
742,CHEMBL1410338,Cc1ccc(-c2nnc(S)n2-c2ccccc2)cc1,59640.0
743,CHEMBL1534296,O=C(O)c1ccccc1Sc1ncnc2sc3c(c12)CCC3,10470.0
744,CHEMBL3191768,COc1ccc(OC)c(/C=N/NC(=O)CC2C(=O)NN=C2C)c1,6104.0
745,CHEMBL1391244,CC(C)(C)c1ccc(-c2nnc(S)n2CCCN2CCOCC2)cc1,34102.0
746,CHEMBL1597507,O=C(CCN1C(=O)/C(=C/c2ccccc2F)SC1=S)NCCCn1ccnc1,6454.0
747,CHEMBL1414554,O=P(O)(O)c1ccccc1OCCCCCOc1ccccc1P(=O)(O)O,2396.0
748,CHEMBL1423602,CSC[C@H](NC(=O)COc1cc2c(c3oc(=O)c(C)c(C)c13)CCC(C)(C)O2)C(=O)O,15370.0
749,CHEMBL3197536,CCc1nnc(S)n1/N=C/c1ccc(NC(C)=O)cc1,6321.0
750,CHEMBL1556501,CCOC(=O)N=S(N)(=O)c1ccccc1,12326.0
751,CHEMBL1548211,COc1ccccc1C(=O)Nc1nnc(SCC(=O)NCc2ccco2)s1,6478.0
752,CHEMBL1541211,COc1ccc(C(=O)C2=C(O)C(=O)N(Cc3ccco3)C2c2cc(OC)ccc2OC)cc1,12801.0
753,CHEMBL1315870,CCCCc1cc(=O)oc2c3c(cc(OCC(=O)N4CCC[C@H]4C(=O)O)c12)OC(C)(C)CC3,25913.0
754,CHEMBL3199800,O=[N+]([O-])c1ccccc1/C=N/n1c(S)nnc1C(F)(F)F,9333.0
755,CHEMBL1537904,O=C(O)CC/C(=C\c1cc([N+](=O)[O-])ccc1Cl)c1nc2ccccc2s1,13281.0
756,CHEMBL1576713,Cn1c(S)nnc1-c1sccc1OCc1ccc(Cl)cc1Cl,6627.0
757,CHEMBL1532258,COc1cccc(-n2c(S)nnc2CNC(=O)OC(C)(C)C)c1,15721.0
758,CHEMBL1537972,O=C(CSc1nnc(NC(=O)c2cc(Br)ccc2Cl)s1)NCC1CCCO1,13512.0
759,CHEMBL1587451,O=C(CSc1nnc(NC(=O)c2c(F)cccc2F)s1)NCc1ccccc1,9258.0
760,CHEMBL1400031,Fc1ccccc1-c1nnc(S)n1Cc1ccccc1,15415.0
761,CHEMBL1456096,Sc1nnc(-c2cccs2)n1Cc1ccccc1,4089.0
762,CHEMBL1414683,CC(C)(C)C(=O)Nc1nnc(SCC(=O)NCc2cccs2)s1,2622.0
763,CHEMBL1538097,Cc1ccc(-n2c(S)nnc2-c2nn(C)c(C)c2Cl)cc1,10738.0
764,CHEMBL1517808,Cc1cccc(C(=O)Nc2nnc(SCC(=O)NCc3ccco3)s2)c1,59640.0
765,CHEMBL1556931,Sc1nnc(-c2ccccc2)n1CC1CCCO1,15963.0
766,CHEMBL1509766,Sc1nnc(C2CC2)n1Cc1ccccc1,3350.0
767,CHEMBL1431288,Cc1cccc(C2c3[nH]c4ccccc4c3CCN2C(=O)c2cc(CC(C)C)nc(O)n2)n1,7928.0
768,CHEMBL3196939,CCc1nnc(S)n1/N=C/C(C)=C\c1ccccc1,1229.0
769,CHEMBL1463059,Cc1cccc(-n2c(C)nnc2S)c1C,59640.0
770,CHEMBL1381292,Sc1nnc(Cn2c(-c3ccccn3)nc3ccccc32)n1-c1ccc2c(c1)OCCO2,14906.0
771,CHEMBL1314447,Cc1c(C)c2c(OCC(=O)N3CCC[C@H]3C(=O)O)cc3c(c2oc1=O)CCC(C)(C)O3,1730.0
772,CHEMBL335619,O=C(O)Cn1cccc1C(=O)c1ccccc1,12922.0
773,CHEMBL1371432,COCC(C)NC(=O)c1cc2cccc([N+](=O)[O-])c2[nH]1,14073.0
774,CHEMBL1549144,CC(C)(C)CC(=O)Nc1nnc(SCC(=O)NCc2cccs2)s1,17952.0
775,CHEMBL1431535,O=C1Nc2cc(C(=O)NCCCN3CCOCC3)ccc2S/C1=C/c1ccccc1F,35704.0
776,CHEMBL1605748,O=C(O)c1ccccc1C(=O)c1cccc2ccccc12,13100.0
777,CHEMBL1522756,COc1ccccc1-n1c(S)nnc1-c1ccco1,20003.0
778,CHEMBL1577281,O=P(O)(O)c1ccccc1OCc1ccccc1,2440.0
779,CHEMBL1606520,Cc1ccccc1C(=O)Nc1nnc(SCC(=O)NCc2ccco2)s1,3006.0
780,CHEMBL1483727,CSc1nc(SCC(=O)O)c2c3c(sc2n1)COC(C)(C)C3,29719.0
781,CHEMBL1402778,O=C(CSc1nnc(NC(=O)C2CCCCC2)s1)NCc1ccco1,6640.0
782,CHEMBL1493353,CC(C)(C)c1ccc(COc2ccsc2C(=O)O)cc1,17009.0
783,CHEMBL1573854,O=C(C1=C(O)C(=O)N(Cc2cccnc2)C1c1ccccn1)c1ccc(F)cc1,2419.0
784,CHEMBL1328086,O=C(O)C1Sc2nc(O)sc2C2c3cc(Cl)ccc3OC(=O)C12,59640.0
785,CHEMBL1424340,CCN(CC)C(=O)CSc1nc2ccc(NC(=O)CSc3nccn3C)cc2s1,10956.0
786,CHEMBL1610243,Cc1cc(C(=O)OCC(=O)NC(=O)c2cccn2C)c2ccccc2n1,59640.0
787,CHEMBL1559733,O=C(C1=C(O)C(=O)N(Cc2cccnc2)C1c1ccccn1)c1cccs1,13228.0
788,CHEMBL1345175,CC1CCCCC1n1c(S)nnc1-c1cccnc1,13814.0
789,CHEMBL1557347,CCCCn1c(S)nnc1-c1nn(C)cc1Cl,4201.0
790,CHEMBL1606872,CCCCn1c(S)nnc1-c1sccc1C,4731.0
791,CHEMBL1538815,C=C(c1cccc2ccccc12)P(=O)(O)O,6811.0
792,CHEMBL3191623,CC(=C/c1ccccc1)/C=N/n1c(S)nnc1-c1ccncc1,59640.0
793,CHEMBL1348676,Cc1nn(CCc2nnc(S)n2-c2cccc(Cl)c2)c(C)c1[N+](=O)[O-],16860.0
794,CHEMBL1584189,Sc1nnc(-c2ccco2)n1-c1cccc2ccccc12,22509.0
795,CHEMBL1594123,CCCc1cc(=O)oc2c3c(cc(OCC(=O)N4CCC[C@H]4C(=O)O)c12)OC(C)(C)CC3,6621.0
796,CHEMBL3194164,Oc1c(Br)cc(/C=N/n2c(S)nnc2-c2ccccc2)cc1Br,19325.0
797,CHEMBL3194460,O=C(O)c1cccc(NC(=S)N/N=C/c2ccccc2OCc2ccc(Br)cc2)c1,10019.0
798,CHEMBL1326008,Cc1c(C)c2c(OCC(=O)N[C@@H](C)C(=O)O)cc3c(c2oc1=O)CCC(C)(C)O3,4440.0
799,CHEMBL1415221,Cn1c(S)nnc1-c1sccc1OCc1ccccc1,5455.0
800,CHEMBL1411914,O=Cc1c(O)nc2ccccc2c1NCc1ccc(Cl)cc1,29047.0
801,CHEMBL1577867,O=C(O)C(NC(=O)c1ccccc1)=C(Cl)Cl,19472.0
802,CHEMBL1397449,CCc1cc(=O)oc2c(C)c(OCC(=O)N3CCC[C@@H]3C(=O)O)ccc12,20909.0
803,CHEMBL1550381,CC(=O)c1ccc(-c2ccc(Cn3c(C)nc4cc(N)c(C)nc43)cc2)cc1,59640.0
804,CHEMBL1442450,Cn1ccnc1SCC(=O)Nc1ccc2nc(SCC(=O)NC3CC3)sc2c1,29918.0
805,CHEMBL1571964,Cc1c(OCC(=O)N2CCC[C@@H]2C(=O)O)ccc2c3c(c(=O)oc12)CCC3,12031.0
806,CHEMBL1388851,C=C(C)Cn1c(S)nnc1-c1cccs1,5065.0
807,CHEMBL1371319,COc1ccc(OC)c(C2C(C(=O)c3ccco3)=C(O)C(=O)N2Cc2cccnc2)c1,1936.0
808,CHEMBL1481755,COCC(=O)Nc1nnc(SCC(=O)NCc2cccs2)s1,9668.0
809,CHEMBL3193161,CC(=C/c1ccccc1)/C=N/n1c(C)nnc1S,9975.0
810,CHEMBL1328892,O=C(O)c1[nH]c2ccc(Cl)cc2c1CCN1C(=O)c2ccccc2C1=O,1293.0
811,CHEMBL1345758,COc1ccccc1-c1nnc(S)n1Cc1ccco1,20448.0
812,CHEMBL1464372,COc1ccc(-c2nnc(S)n2-c2ccc3c(c2)OCCO3)cc1OC,18033.0
813,CHEMBL1565378,CCCC(=O)Nc1nnc(SCC(=O)NCc2cccs2)s1,16334.0
814,CHEMBL1551022,Cc1cc(C)n(-c2nc(SCC(=O)O)c3c4c(sc3n2)COC(C)(C)C4)n1,24828.0
815,CHEMBL1511843,O=C(CSc1nnc(NC(=O)c2ccccc2F)s1)NCc1ccc(F)cc1,18143.0
